Author,Rating,Title,Content,Version,Date
Liaamai,5,Bermanfaat,Baguss,4.11.2,2025-07-24T22:18:41-07:00
Kirek celeh,1,Aplikasi goblok,Masa ga bisa identifikasi wajah. Cacat aplikasi ngentot,4.13.1,2025-08-07T02:59:53-07:00
Brian fabianto,1,Aplikasi Lawak,Serius dikit lah buat aplikasi. Ini urusan sama masyarakat dan kalian buat ini di support pemerintah yang uangnya banyak dari rakyat juga. Login dibilang gagal sampai di suspend. Daftar autodebt muter2 kaya kentut akhirnya tetap gagal. Cek sendrilah klian yang buat asal jadi tapi gk direview,4.13.1,2025-07-31T18:55:39-07:00
vennamel,5,Bpjs,Kebantu bgt dengan ada ya bpjs,4.13.1,2025-08-09T00:27:01-07:00
Auuaaah,1,Paijo,"Pemerintah bikin aplikasi 😏 
gak usah berharap banyak, 
Aplikasi 👎🏻",4.11.2,2025-07-11T05:01:33-07:00
ahkeponih,1,Gak jelas,Aplikasi gak jelas,4.13.1,2025-08-11T17:27:03-07:00
Austinleon,5,Sangat Membantu,Dengan Mobile JKN Mempermudah Kita Dalam Chekup dan Mempermudah Antrian.,4.13.2,2025-09-02T06:51:22-07:00
alalal.ha,1,Tidak bisa daftar,"pada saat verifikasi no. Handphone gagal, muncul message ‘ no. Hp yg dimasukkan sdh pernah digunakan peserta lain’. Saya coba masukkan nomer hp saya yg lain juga sama muncul message tsb. Kok bisa????? Tolong diperbaiki",4.13.2,2025-09-05T08:35:12-07:00
Dhdkdudb,1,Lemah dan bodoh,Emang blm mampu untuk maju bikin aplikasi aja bodoh kofe otp gak bisa bisa dasar lemah gak usah sol serba elektronik selama ktp masih minta fotocopy lemah abal abal,4.13.1,2025-08-19T16:49:43-07:00
Nopita rahmadani,5,Susah mendaftar,Sken wajad hampir dua jam sampai naik asam lambung,4.13.1,2025-08-13T20:45:58-07:00
Faye Lune 27,1,Frista nya ga bener,"Plis dari bulan kemaren mau ganti faskes 1 gabisa, padahal dulu tinggal ganti aja terus done. Boleh ga si diapus aja frista nya kalo sistemnya masih buruk? Kan jadi merugikan.",4.13.1,2025-08-04T20:48:02-07:00
bagas87637,1,KORUP!!!,aplikasi bobrok daftar face nya gabisa BNGST,4.13.1,2025-08-08T18:00:58-07:00
APRIADIPRATAMA,5,Mantapnr,Bg,4.11.2,2025-07-24T23:43:05-07:00
anicans,1,biometrik face recoginition,kenapa tidak bisa verifikasi wajah di ios padahal ubah FKTP harus verifikasi wajah tapi tidak bisa terus tolong diperbaiki segera,4.13.2,2025-09-03T10:16:59-07:00
useetvfan,1,Troubleshot,"Dear Developer, 

Mohon bantuannya untuk troubleshot akses ke mobile jkn via iOS. Karena saat ini tidak bisa diakses. Terima Kasih",4.13.2,2025-09-01T02:21:39-07:00
khumala asvia,1,"Sebenarnya ini aplikasi bagus, semua detail.","Tapi sering log out sendiri. Dan kalau mau log in susah. NIK belum terdaftar lah, atau ga sesuai. Padahal udah di cek betul betul dan ga ada yang salah. Ribet tau. Coba di perbaiki, kenapa bisa log out sendiri tiap bulan harus log in, yang terlalu ribet prosesnya",4.11.2,2025-07-27T23:14:13-07:00
lauraolla,5,Percayakan BPJS demi kesehatan kita smua,Semoga kebaikan Pemerintah bisa memberi kebermanfaatan buat penerima BPJS berbayar atau yg tidak sekalipun,4.13.2,2025-08-28T18:10:01-07:00
Jonkillllp,1,Indonesia,Nyesel hidup di indonesia pelayanan sampah semua,4.13.1,2025-08-12T13:45:27-07:00
Muhammad Maula Abdi,5,Bug pada kamera Verifikasi saat mau mendaftar.,"Tolong hilangkan Bug saat mendaftar, yang ada pada verifikasi wajah. Wajah sudah sesuai dengan kotak yang di sediakan, Namun tidak ada proses yang di lakukan oleh sistem. Tolong di perbaiki.
TERIMAKASIH",4.13.1,2025-08-06T22:54:16-07:00
Robbbbzzzz,2,Eror,"Buka aplikasi terus mau check kartu bpjs tidak bisa muncul, susaahhh",4.13.2,2025-08-21T19:14:22-07:00
Zln17,2,App yg tidak memudahkan,"Mau dftr aja susah ny mintaammpuunn yatuhan. Udh ku ssuaikan tata letak wajah di dlm frame, TAPI GA MULAI2 di SCAN. Gda tmbol, gada tanda ap2 . Buriiiqq

App indo smua gada yg beres mmg",4.13.1,2025-08-16T20:43:55-07:00
JS Raksanata,1,Verifikasi Wajah,"Saat ada perubahan data, sangat sulit melakukan verifikasi wajah, sudah dicoba beberapa jam dalam beberapa hari, aplikasinya sama sekali tidak merespon, hanya kotak merah yang sama sekali tidak bergerak, tolong diperbaiki min, ini kan project mahal ya",4.13.1,2025-08-03T00:58:34-07:00
ojanaliiii,1,nysahin,aplikasi bodoh verifikasi muka ga ke detect sama sekali padahal pencahayaan dll udah bener,4.13.1,2025-08-12T19:27:38-07:00
lakleyXR,1,OTP,Nomor OTP ga masuk masuk ke sms nunggu lama bgt taek,4.11.2,2025-07-13T22:43:06-07:00
Indrimansyur,1,Verifikasi diri tidak bisa,Apa si masa aku gabisa verifikasi data,4.13.2,2025-09-02T21:32:32-07:00
Parjan ( urip ),5,Manfaat,Bermanfaat,4.11.2,2025-07-19T22:04:37-07:00
Randarini,1,Apps TOLOL,"Lgsg unistall aja. Apps ga guna, minta verifikasi wajah tp fitur verifikasi wajah ga fungsi. 
Ga bs bikin apps tp sok iye 🤣",4.13.1,2025-08-11T21:54:06-07:00
Awabjr,1,Aplikasi pemerintah gaada yg bener,"Aplikasi ampas, mau jelasin kekurangan udah capek banget bingung mulai darimana, kerjanya gajelas semua pemerintah konoha ini",4.13.1,2025-08-21T07:18:14-07:00
lambe dower,1,Macam pinjol,Mau program rehab tdk bisa karna minta versi yg baru ! Giliran nagih pake acara surat mnyurat ke hrd tempat kerja buat nagih kekurangan ! Aplikasi cuma ngasih waktu maksimal 5 bulan minta lunas dg alasan negara defisit ?!!! Defisit tuh gara” kalian korupsi njinggg !!! Bukan kita yg abisin duit,4.11.2,2025-07-23T04:14:48-07:00
Indre@78,1,Anggaran di korupsi,"Klo belum mampu bikin aplikasi buat monitoring dll khususnya untuk pelanggan jangan sok sok an, klo pun ada niatain bikin aplikasi kek gini anggaran jangan di korupsi biar aplikasi optimal dan berfungsi dengan baik 
Kok bisa aplikasi se bobrok ini rating 4,8 emng klo ada uang bisa membeli semuanya dan klo ada anggaran bisa di korupsi seenaknya",4.11.2,2025-07-16T19:28:41-07:00
Soknotorobotono,1,Protes dengan tidak benar nya aplikasi,"Ini yang buat aplikasi bisa buat aplikasi atau tidak , verifikasi wajah aja kagak bisa terus aplikasi tolol",4.13.1,2025-08-19T20:25:44-07:00
AresPutra,1,Verifikasi biometrik wajah,JELEK! Tidak Bisa Berfungsi! Alhasil gabisa diakses. Percuma download buang kuota,4.13.1,2025-08-09T02:50:18-07:00
Sands me,1,Diam,Disitu-situ aja,4.13.2,2025-09-09T22:22:24-07:00
zeaalzh,1,pendaftaran ribet,"pas aku mau daftar kan harus input data wajah ,masa ga ada tombol buat take nya, terus ga ada perubahan warnanya merah terus, bener bener ngeselin aplikasinya",4.13.1,2025-08-12T07:20:43-07:00
nnahraf,2,Perbaikan,"Mau daftar tapi pengenalan wajah sama sekali tidak bisa ke baca, padahal sudah di tempat terang",4.13.1,2025-08-09T04:22:12-07:00
Uzw@,5,Mobile JKN oke,Mantap memudahkan akses peserta.. bpjs keren,4.11.2,2025-07-30T00:35:19-07:00
Apple12pro_,1,Pendaftaran terkendala,Scan wajah tidak berfungsi,4.13.1,2025-08-03T02:24:28-07:00
confused about the name,1,Apliaksi dongo,kekonfirmasi dengan nik yang sama suruh ke bagian pendaftaran secara manual tll,4.13.1,2025-08-07T18:57:34-07:00
Tamiyago8888,1,Kendala foto,"Susah, wajah sudah sesuai di dalam garis merah, di suruh hadap kanan beberapa kali padahal sudah sesuai",4.11.2,2025-07-30T20:32:10-07:00
TOWNYSTARK,3,gabisa ganti faskes,"tolong dong benerin app nya, aku gabisa ganti faskes, nyantol waktu verifikasi muka",4.13.1,2025-08-13T04:09:44-07:00
babyyulk,2,Customer Service need to be fixed,CS call in apps need to be fixed. I want to use it but can’t be use. only display blank space,4.13.2,2025-09-08T20:37:36-07:00
hadehhhhs,1,benerin,kalooo bikin aplikasi tuhh yg bener donggg masa verifikasi muka gabisa” mana mirorr,4.13.1,2025-08-03T19:46:05-07:00
Mtb_17,1,Captcha,Captcha nya bener2 nyusahin…,4.13.2,2025-09-02T01:12:01-07:00
indah nur hikmah,2,SUSAH MASUK APK,"mau login tp infonya offline mulu, dr jam 2 subuh sampe jam 8 pagi bgitu terus.",4.13.1,2025-07-31T17:55:54-07:00
Riska aja,5,Pindah askes,Sangat baik,4.11.2,2025-07-16T19:32:35-07:00
khoirur rahamn wahid,2,vermuk,ini kenapa kok vermuk gak bisaa yaa saat daftar baru,4.13.1,2025-08-15T21:25:52-07:00
Virant19,1,Susah,"Lupa pasword, namun ketika mau mengganti sudah memasukan nomor hp tapi tidak mendapat kode otp melalui sms. Udah dicoba berulang kali tapi tetep tidak menerima kode otp, padahal nomor sudah benar",4.13.2,2025-08-28T17:10:24-07:00
Rindot11,1,Bodoh,Aplikasi bodoh mau daftar varifikasi muka malah ga berfungsi,4.13.1,2025-08-03T15:43:54-07:00
ahkeponih,1,Gak jelas,Aplikasi gak jelas,4.13.1,2025-08-11T17:27:03-07:00
Japra7753,1,Layanan,App ngentot,4.13.1,2025-08-10T08:56:24-07:00
GRAB ON ROAD,1,JKN ANJING,TOLOL ANJING BANYAJ BUG NGENTOT,4.13.2,2025-08-31T17:29:41-07:00
Alyaaaulia,1,"Kenapa waktu verivikasi itu lama bgt anj, muakkk sm aplikasiii","Kenapa waktu verivikasi wajah lama bgtt, muakkkk",4.13.2,2025-08-22T01:28:55-07:00
Kgs. Muhammad Dedy Rahman,1,kocak,"apa guna buat aplikasi kalo gangguan terus pas ketika genting pula ,aneh pemerintah",4.11.2,2025-07-31T05:30:24-07:00
Milhjsiendn,3,Verifikasi foto tidak bisa,"Kenapa pas proses verifikasi ko merah terus kameranya, tolong di perbaiki apk nya",4.13.1,2025-08-12T02:57:39-07:00
bpjs tolol,1,aplikasi tolol,"login ga bisa2, buang2 anggaran aja anj",4.11.2,2025-07-11T18:59:41-07:00
khumala asvia,1,"Sebenarnya ini aplikasi bagus, semua detail.","Tapi sering log out sendiri. Dan kalau mau log in susah. NIK belum terdaftar lah, atau ga sesuai. Padahal udah di cek betul betul dan ga ada yang salah. Ribet tau. Coba di perbaiki, kenapa bisa log out sendiri tiap bulan harus log in, yang terlalu ribet prosesnya",4.11.2,2025-07-27T23:14:13-07:00
ahkeponih,1,Gak jelas,Aplikasi gak jelas,4.13.1,2025-08-11T17:27:03-07:00
skuymabar,1,permasalahan verifikasi wajah,mau verifikasi wajah gabisa mulu! padahal lagi urgent,4.13.1,2025-08-10T22:04:20-07:00
Pemerintah aneh,1,Aplikasi gak jelas,"Setiap pemerintah buat aplikasi pasti gak pernah beres😀orang mau berobat pun di persulitttt, rakyat indo bakal masuk surga lewat jalur pemerintah zolim",4.13.1,2025-08-19T05:10:39-07:00
langitmerahjambu,1,URGENT,Tolong perbaiki bug face recognition di bagian pendaftaran,4.13.1,2025-08-16T21:59:16-07:00
cutiepolaris,1,Update terus menerus,"Kenapa sih ini aplikasinya tiap dibuka selalu minta update?? Pas udah di update sama aja, ngga ada perubahan! Bikin kesal aja!!! Tolonglah jangan memperibet hidup. Ini aplikasi kan tujuannya untuk mempermudah orang yang sedang sakit, bukan tutor untuk mempersulit hidup!",4.13.2,2025-09-05T05:14:05-07:00
Malikiyaumiddin,3,Eror terus,Mau ganti No hp Lama banget eror terus sampe kesel,4.13.2,2025-09-02T18:44:47-07:00
daganggodoh,1,Lemot parah,Aplikasi perlu dibenahi dan dibuat lebih mudah diakses,4.13.2,2025-09-08T22:57:17-07:00
kurang1,1,Tolong di Perbaiki Lagi,Beginikah kualitas aplikasi untuk kesehatan? Vermuk bekali kali ga ada yang nyantol.,4.13.1,2025-08-17T21:22:15-07:00
AOQUDU,1,APK SAMPAH SOK PAKE SCAN WAJAH TAPI GAJELAS,KALO GA BECUS BUAT TEKNOLOGI GAUSA SOK DI BUAT BIAR KEREN KOCAKK 😡🤬,4.13.1,2025-08-04T20:56:55-07:00
kutainae,1,Aplikasi bobrok,"Daftar sudah sesuai data, tinggal verifikasi wajah sudah pas di dalam kotak nya tapi tidak merespon",4.13.1,2025-08-14T19:24:11-07:00
andru the god of aim,1,GAK JELAS,GAK JELAS GAK BISA DAFTAR,4.13.1,2025-08-10T04:33:23-07:00
biciiit,1,APPLIKASI GA JELAS,"Gunanya ada applikasi itu untuk mempermudah, lah ini verifikasi wajah aja ga bisa sama aja boong harus ttp ke kantor bpjs. Tolong dong dibenahi sudah banyak keluhan",4.13.2,2025-08-24T07:26:45-07:00
Sayure Mayure,1,developer dongo,"kgk bisa verif muka anjim, semoga lu dan keluarga lu bolak balik RS makanin duit haram",4.13.1,2025-08-07T18:53:57-07:00
ang.!!,1,Tidak Bisa Di Akses,"Awalnya saat menggunakan layanan untuk Daftar Fakses 1, muncul notifikasi *Mohon Maaf, Coba lagi Beberapa saat lagi* 

Akhirnya saya Hapus dan Instal lagi, Sekarang malah tidak bisa log in. Ketika klik Masuk dg NIK / Biometrik. Hanya Loading tetapi tidak Log In. 

Mohon diFix kan.",4.13.2,2025-08-28T00:32:38-07:00
Jimmy crypto,1,TIDAK BISA DAFTAR VERIF WAJAH,"Aplikasi tol*l mau daftar verif wajah aja gabisa-bisa, gimana mau daftarnya tol*l, gabisa buat aplikasi ya gblk, uninstal kasi bintang 1 aplikasi tllol ini",4.13.1,2025-08-16T22:20:47-07:00
kuriooke,1,tidak punya akses kamera,"minta akses kamera mau pindah faskes,tapi apps nya malah gak kasih opsi itu",4.13.2,2025-09-01T20:49:00-07:00
lauraolla,5,Percayakan BPJS demi kesehatan kita smua,Semoga kebaikan Pemerintah bisa memberi kebermanfaatan buat penerima BPJS berbayar atau yg tidak sekalipun,4.13.2,2025-08-28T18:10:01-07:00
ThelitaGodwin,2,ga bisa login,"selalu mental terus, padahal log out juga ga. sampah ah",4.11.2,2025-07-20T23:14:49-07:00
Silalashi,1,Kritik,"Ini bagaimana cara daftarnya??
Sudah beberapa kali verifikasi foto ga bisa-bisa. Ada solusi lain tidak?",4.13.1,2025-08-19T17:49:54-07:00
Sayure Mayure,1,developer dongo,"kgk bisa verif muka anjim, semoga lu dan keluarga lu bolak balik RS makanin duit haram",4.13.1,2025-08-07T18:53:57-07:00
alalal.ha,1,Tidak bisa daftar,"pada saat verifikasi no. Handphone gagal, muncul message ‘ no. Hp yg dimasukkan sdh pernah digunakan peserta lain’. Saya coba masukkan nomer hp saya yg lain juga sama muncul message tsb. Kok bisa????? Tolong diperbaiki",4.13.2,2025-09-05T08:35:12-07:00
Andian ADP,1,Aplikasi gagal,"Tidak bisa registrasi, saat permintaan menempatkan wajah di dalam kotak setelah itu tidak ada respon apapun dari aplikasi.",4.13.1,2025-08-21T01:00:40-07:00
Erric dikky,5,Well done,Sangat membantu,4.13.2,2025-09-01T21:34:51-07:00
labdnaoshajamdlocnsjs,1,Verifikasi Wajah Gagal Terus,"Sudah ikuti semua petunjuk, tapi verifikasi wajah tetap gagal. Muka udah pas di kotak, tapi aplikasi tidak respon sama sekali. Ini ganggu banget. Mohon perbaikan!",4.13.1,2025-08-04T00:01:29-07:00
SodedJ,1,Scan Wajah,Pas beres daftar trus verif wajah alias scan wajah tapi gak bisa.. tetep aja merah..,4.13.1,2025-08-07T07:58:17-07:00
Kezbcy,1,Gj,Muka udah di kotak 5 menit ga ngapa ngapain GJ,4.11.2,2025-07-20T01:18:41-07:00
arridhow,1,parah,"udah keliatan dari ux nya aja, gausa ngomongin ui dulu, bisa kok dibandingin sama app lain. mau verifikasi muka aja gabisa, ga ke detect, belum lagi kameranya ga dibikin mirror, udah tau buat selfie. layout, button” banyak yg perlu diimprove noh size sama spacing nya. ga ngerti kenapa banyak yg kasih bintang 5, buzzer?",4.13.1,2025-08-04T18:17:27-07:00
praditaaaaaaa,1,tolong dong,"ga ngerti kenapa nomor antrian gapernah sesuai, yang tadinya tinggal 1 antrian malah nambah lagi (??????) gapernah sesuai sama sekali tiap datang ke rumah sakit",4.13.1,2025-08-19T21:01:07-07:00
Hekbgdurjrvrirklaal,1,.,"Aplikasi taek, verifikasi wajahmu lo ga kenek a",4.13.1,2025-08-03T19:30:09-07:00
👶🏻🤍🙂🤎🤦🏻‍♀️,2,Gak ada fitur kamera di ipone 11,"Di ipone 11 gak ada fitur kamera pas izin akses, jadi gak bisa verifikasi muka, gak bisa ganti faskes",4.11.2,2025-07-14T06:25:27-07:00
ahkeponih,1,Gak jelas,Aplikasi gak jelas,4.13.1,2025-08-11T17:27:03-07:00
LHS Sir,1,Perubahan Faskes,Saya tidak bisa melakukan perubahan faskes. Sampai tahap face recognition tidak ada petunjuk harus melakukan apa. Akan saya ganti jika sudan ada petunjuk jelas,4.13.1,2025-08-14T17:59:29-07:00
Asni8351,1,Tidak bisa verifikasi wajah,Min… kenapa untuk memverifikasi data pendaftaran kameranya tidak ada merespons sama sekali padahal sudah diulang berkali-kali dilain waktu dan wifi yang berbeda juga menggunakan kamera hp yang bagus,4.13.1,2025-08-11T23:52:56-07:00
ribetbngt,1,APLIKASI ANEH,"YANG BENER AJA !!! GAK BISA MASUK, PASTI KELUAR NOTIF “PERMINTAAN ANDA BELUM BISA DIPROSES” TERUSSSS, GILAK EMNG YA BIKIN EMOSI INI APLIKASI",4.11.2,2025-07-31T07:35:01-07:00
Aris setiawan,5,Login susah,Susah login padahal kemarin mudah,4.13.1,2025-07-31T20:20:22-07:00
confused about the name,1,Apliaksi dongo,kekonfirmasi dengan nik yang sama suruh ke bagian pendaftaran secara manual tll,4.13.1,2025-08-07T18:57:34-07:00
Kezbcy,1,Gj,Muka udah di kotak 5 menit ga ngapa ngapain GJ,4.11.2,2025-07-20T01:18:41-07:00
spaerco,1,Sangat tidak memuaskan,"Tidak dapat melakukan pendafataran saat rekam wajah, sangat menyusahkan.",4.13.1,2025-08-20T05:08:37-07:00
dhtmlnd,1,APLIKASI CACAT,"ribet, ujung”nya ttp disuruh dtg ke kantor",4.13.1,2025-08-20T19:59:51-07:00
Riska aja,5,Pindah askes,Sangat baik,4.11.2,2025-07-16T19:32:35-07:00
Cleooo.,1,Verif wajah ga bisa,Tolong benerin fitur verif wajahnya saya mau ganti faskess,4.13.1,2025-08-11T09:46:31-07:00
seungmo7,3,Rekam wajah tidak terbaca,Minn gak kebaca kameranya di hp akuu. Mohon perbaiki bug nya yaaa,4.13.1,2025-08-09T01:22:07-07:00
Apple12pro_,1,Pendaftaran terkendala,Scan wajah tidak berfungsi,4.13.1,2025-08-03T02:24:28-07:00
jowobowo,1,KOMPLAIN,"aplikasi bodoh kah ini? bengak buyan yang buat aplikasi, fitur foto ga kepake dongo  banget blok",4.13.1,2025-08-13T22:18:32-07:00
nadindudin,1,sistem gak smooth,"kepesertaan non aktif karena usia mencapai 21, namun saat login sendiri, muncul jg anggota keluarga lainnya. aneh",4.11.2,2025-07-17T07:24:50-07:00
PENGGUNA SHOPEEPAYY,1,OTP BERBAYAR MALAH GAGAL,Verifikasi nomor hp via SMS berbayar dengan potongan pulsa Rp 1.100 dikali aja berapa kali Data gagal dirubah .. OTP nya berbayar sekali nya mau simpan data malah GAGAL …,4.11.2,2025-07-26T21:42:14-07:00
leysssssssss,1,niat mempermudah tpi jadi mempersulit,"kode otp muncul harus isi pulsa, itupun kadang mau kdg tdk. setiap login cek antrean harus verifikasi wajah, tp mirror posisi bener tp gada hasilnya ttp gabisa login.",4.13.1,2025-08-19T08:02:21-07:00
cepuri,1,susah verifikasi wajah,susah banget daftar verifikasi wajah tolong di update lagi bug nya,4.13.1,2025-08-05T03:26:39-07:00
meiiiiiiiiihdgurx,1,verifikasi,verifikasi wajahnya udh di coba beberapa kali ga bisa trs,4.13.1,2025-08-17T05:36:32-07:00
Asni8351,1,Tidak bisa verifikasi wajah,Min… kenapa untuk memverifikasi data pendaftaran kameranya tidak ada merespons sama sekali padahal sudah diulang berkali-kali dilain waktu dan wifi yang berbeda juga menggunakan kamera hp yang bagus,4.13.1,2025-08-11T23:52:56-07:00
Yofffghjiygdessfh,1,Goblok,Aplikasi goblokkk varifikasi wajah gamau tolol,4.13.1,2025-08-05T21:00:16-07:00
Rocker dock,1,Sistem Frista Tidak berfungsi dengan benar di iphone,"Saya mau merubah lokasi faskes, namun setelah semua proses input data kemudian masuk fase sistem Frista dan meminta mengakses kamera, tapi setelah di berikan akses, aplikasi merestart dan semua proses berulang, gitu terus sampe gila

Istri saya download untuk daftar baru, namun sampe fase Frista untuk menginput biometrik wajah, aplikasi tidak merespon dan mengambil foto sebagaimana mestinya, jika di batalkan proses berulang lagi dari awal, 
Aplikasi pemerintah emang sampah",4.13.1,2025-08-10T22:39:39-07:00
Zln17,2,App yg tidak memudahkan,"Mau dftr aja susah ny mintaammpuunn yatuhan. Udh ku ssuaikan tata letak wajah di dlm frame, TAPI GA MULAI2 di SCAN. Gda tmbol, gada tanda ap2 . Buriiiqq

App indo smua gada yg beres mmg",4.13.1,2025-08-16T20:43:55-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
Bu Salsa,1,GA BAGUS,Minimal app dipastikan bisa membantu masyarakat lah bukan malah menyusahkan & meribetkan!!!,4.11.2,2025-07-16T18:25:55-07:00
syalwaw,1,UPDATE!!!!!!,"gmna sih ini mau daftar akun aja gabisa verifikasi wajah, udah ikutin ketentuannya gaada kelanjutan terus standby dikamera doang, gajelas, tolong diupdate dong",4.13.1,2025-08-05T06:34:03-07:00
Ardi mulyana somantri,2,Tidak bisa verifikasi wajah,Gabisa daftar krna harus verifikasi wajah. Sudah sesuai arahan berada di dalam kotak tapi engga ada reaksi apa-apa mentok saja disana. Kenapa ya? Mohon di tinjau,4.13.1,2025-08-01T01:25:53-07:00
kurang1,1,Tolong di Perbaiki Lagi,Beginikah kualitas aplikasi untuk kesehatan? Vermuk bekali kali ga ada yang nyantol.,4.13.1,2025-08-17T21:22:15-07:00
Alyaaaulia,1,"Kenapa waktu verivikasi itu lama bgt anj, muakkk sm aplikasiii","Kenapa waktu verivikasi wajah lama bgtt, muakkkk",4.13.2,2025-08-22T01:28:55-07:00
@grt.80,5,Makasih,"Pelayanan untuk perubahan faskes cepat dan sangat membantu Terimakasih , dan tidak lama dan sangat cepat",4.11.2,2025-07-14T23:58:44-07:00
Cleooo.,1,Verif wajah ga bisa,Tolong benerin fitur verif wajahnya saya mau ganti faskess,4.13.1,2025-08-11T09:46:31-07:00
daniel.cube,5,Aplikasi sampah,"Kebanyakan makan gaji buta
Aplikasi tidak berjalan sesuai sop",4.13.1,2025-08-15T20:54:16-07:00
aliensishere,1,Jelek,"Tidak bisa daftar, karena aplikasi tidak bisa mengenali wajah manusia. Tanya ke support, ditanya apa jawab apa, tidak nyambung. Sangat membingungkan",4.13.1,2025-08-20T22:05:28-07:00
