author,rating,content
Fawa Id,1,"Susah, gagal verifikasi terus. Padahal udah ku coba semua dalam panduan."
Pengguna Google,1,aplikasi jelek susah login
Wandi Suwandi,2,"Min,sya mau nanya,klu sya daftar via mobile JKN,apakah sudah terdaftar dan harus bayar setiap bulan? Tks"
Tagam Begu,5,Pelayanan bagus dan cepat🙏
Rasman Crs,5,Sangat membantu
Karvin Birdfarm,1,Ko ga bisa d buka sih.... Anehh stuck di logo ajaa ga masuk ke menu
Andre Abdala,1,Verifikasi nomor HP nya udah terus terusan di coba boro boro muncul
DEDI Z. A,5,Sangat membantu dalam segalanya tentang layanan kesehatan
Adi Doank,5,Luar biasa..... Sangat membantu dalam hal pelayanan kesehatan keluarga....
ilanur fitriyani,1,"Aplikasi teribeetttttt. Bukannya membantu tp memperibet untuk kita yang tinggal didaerah terpencil. Harus konfirmasi lewat pandawa. Pandawanya slow rest. Csnya jawaban beda"". Mbokya dipermudah lewat satu pintu."
Mas Joko,5,Memudahkan kan dalam pendaftaran d klinik
arfy andi,1,"Aplikasi cacat bukan memudahkan akses masuk malah dipersulit,mo verifikasi akses masuk aja sulitnya minta ampun nunggu 300 detik sudah sampai 0 belum juga ada kode verifikasi masuk"
Try Hartono,1,"Aplikasi yg membagongkan, bukannya tambah bagus setelah diupdate, taunya makin banyak menu yang terkunci.,"
Oja el shufa,1,"Udh pernah daftar,masa gak terdata,salah mulu masukin Nik,daftar ulang katanya NIK gak ada.ah bodoh..."
Abah Sadi,5,Sangat bermanfaat
MAS NONO,5,Sangat bermanfaat
dhety dhelta,1,"masa harus log in Mulu jelas2 no nik udah benar malah ngga bisa log in karena salah nik,saya udh liat nik bener Napa d aplikasi salah sih aneh banget"
Ari fin,5,Pelayanan online yg benar2 memudahkan masyarakat
Tegar Andika Putra,1,Nerima sms tapi harus ada pulsa gajelas
Nurul Mahmudah,2,Tiap buka sllu suruh update hemmmmmmmmmmmm hbsin kuota aj
Supriani Hadi,3,Tiap mau dibuka mesti diupdate
anggit nugroho,4,Alhamdulillah mempermudah masalah administrasi saya...👍
edward nara tjhang,5,terimakasih untuk pelayanan terbaiknya
Yukari Zuu,1,Harusnya dengan adanya aplikasi ini mempermudah member mengurus dengan cara online. Kalau trouble dikit di suruh ke kantor cabang terdekat dimana letak manfaat aplikasi ini😩
Aswojo Jatim,5,Praktis & cepat
Pengguna Google,2,Aplikasi di update malah gk bs log.in Padahal sinyal & jaringan lancar. Tolong di perbaiki servernya woiii... Buat apa update tp server ancur
Puryati Emilia,5,Terima kasih Mobile JKN
Jetli,1,daftar nya susah sudah berkali-kali masukin nomor hp (aktif) kode verifikasi nya ga muncul2
Enrico Gustav,1,Gak bisa login via nomor telepon kalo lupa kata sandi
ALFI AnDRI,5,Sangat dibutuhkan
Kithur Dodogan,1,Kenapa daftar mjkn harus dengan verifikasi wajah ? Bagaimana kalau yang mau di daftarkan sedang sakit dan tidak bisa melakukan verifikasi? Apakah bisa dengan wajah orang lain? Bukankah mjkn itu seharusnya memudahkan pengguna mengakses fasilitas kesehatannya ? Bagaimana jika yang ingin mengakses aplikasi udah tua (kebanyakan yang sakit adalah orang tua) ? Kenapa banyak sekali penyakit yang tidak ditanggung bpjs apa penyebabnya?
Mursalin,1,"Sering gak bisa di pake, gak bisa daftar. Percuma aj"
Supri Medewi,3,Tidak bisa masuk meskipun sdh memaksukn data yg d minta
Arjun Muhdi,1,Makin di apdet makin ga bener..pasword+no.hp salah padahal udah bener...makin aneh makin ga jelas
Agus Ilham,1,"Aplikasi jelek, login pakek nomor hp kok dk bisa"",,, hapus aja lah di playstore,, gak guna.."
boban rowanda,1,"sudah punya akun jkn dan sudah terverifikasi tpi pas login disuruh buat akun lagi,minta tolong lah di perbaiki servernya"
Rohimin Chanel,5,Sangat membantu
green melon,1,apk kompatibel di buka ngeblank solusinya gimana mau di butuhkan tidak bisa di buka ngeblank hitam
hermawan kitong,5,good aplikasi mudah dalam pengoprasiannya dan amanah dalam prosesnya good job thank for All
Windi Setya putra,5,Mntap saran jgn sring update
Nisa Tri zabirah,1,blm ada pengalamn krn baru mau pakai aplikasi ini
Pepen Saputra,1,Minta pembaruan mulu
Dinda Nasution,2,Tiap 3 bulan sekli kayaknya mesti di update.
Yozer Lam,1,Mohon penjelasan ny ap yg d mkst dgn captcha krna sy mau daftar kurang pham trimakasih
Kimwan Santoso,2,aplikasi sangat berguna.cuma aplikasinya sangat jelek banget.kalau mau masuk slalu gagal terus.
sitti aminah,5,saya sangat senang menggunakan aplikasi ini karena sangat membantu.
Alexis ARN,5,Sangat membantu
Aden Ardiansyah,1,"Gak bisa login dan gak bisa daftar,,,bagaimana ini??"
CRT Zee,5,Pelayanan bagus
tengkurahmii,2,Mau konsultasi dokter loading terus.. aplikasi udh terupdate.. gimana tuh?
Arif Bekti Handoko,5,"Mohon sulusi. Aplikasi Mobile JKN tidak bisa dibuka muncul notif ""Demi menjaga keamanan, Aplikasi mobile JKN tidak bisa berjalan pada Emulator atau perangkat yang digunakan sudah dilakukan root"". Padahal sudah diupdate."
Nugroho Siwi,1,Maaf ini kenapa aplikasi JKN tidak dapat dibuka di HP saya. Terdeteksi root tapi HP saya tidak pernah di root. Sudah coba berbagai cara tapi tidak dapat dibuka.mohon bantuannya
Devi Kurniasari,3,Ada apa dengan aplikasi mobile JKN akun saya dikeluarkan dengan sendirinya dan saat mencoba masuk kembali meski sudah saya ulangi berkali-kali dan memastikan mengisi kode nomor captcha yg benar aplikasi menyatakan kode yg saya isi salah dan selalu diminta memasukkan kode yg telah diubah berulang-ulang terus seperti ini sehingga saya tidak dapat masuk kembali ke akun bpjs saya
Tacio Bryan,5,"Terimakasih mobile JKN, semoga kedepan nya semakin baik dan baik lagi. Sukses dan sehat selalu🥰"
Pengguna Google,5,lancar bukanya
Avilla Yanti,5,Penjelasan terinci. Terimakasih
tasori jan,5,Sangat membantu
Akbar,5,Sangat bermanfaat
danie scooterist,1,"Setiap buka aplikasi pasti dianjurkan perbarui, parah kebanyakan updateeeeee"
Masrifah,5,Setiap dibutuhkan selalu ada notif untuk apdet
Pengguna Google,2,"Bukan tentang aplikasi nya, tp lbh kpd INFORMASINYA YG MENGATAKAN BAHWA TARIF BPJS yg sekarang itu adalah TARIF DISKON, KENAPA INI TIDAK DI JELASKAN DARI AWAL PEMBUATAN???"
Fathir Muhammad,1,Aplikasi sering eror..
Ces Markasandra,1,"mau daftar masukan nomor gabisa terus dapat kode, tolong lah diperbaiki biar ga harus ke kantor offline"
As Pia,5,Memudahkan kita dalam pendaftaran berobat
Angelina Oppo,1,Aplikasi menyulitkan pengguna
Tegoeh Beriman,1,"Ini gimana ya, saya lupa pasword udah masukin nomor nik sama kode captca katanya belum ke daftar , tapi giliran daftar ulang katanya nomer sama email sudah kedaftar bingung jadinya😣"
Febby Iqbal Aditiya,5,Ini kenapa tidak biaa login
Harun Atuy,5,Sangat membantu
Jian Hidayat12,4,Mas JKN harus punya pulsa setiap verifikasi nomer?
Nzar Qeren,5,Mudah penggunaan nya.. Bisa langsung rubah faskes dr aplikasi nya
APUL BATAM,2,"Jelek, ngk bs dibuka"
Akhmad Alfath,5,Aplikasi yang sangat memudahkan Peserta JKN-KIS dalam mengakses pelayanan.
Pengguna Google,3,Sering minta update
Isra Maryenni,1,"Menu lupa password kenapa tidak bisa dengan email saja? Susah banget mau masuk ke apk nya, salah terus perasaan ga pernah ganti PW nya. Diganti pw lain nomor kartu yg salah, ahb ga jelas"
Pengguna Google,2,tiap mau buka selalu minta di update😡
Hendri Adeska,1,"mohon di perbaiki. karna, aplikasi tidak bisa mengirim kode verifikasi lewat nomer pas daftaran."
Isra Wahidah Ningrum,5,Aplikasi ini sangat membantu.
Pengguna Google,1,"Ngak bisa login padahal udah terdaftar, dan pas login bilangnya kode captcha nya salah, padahal udah berkali2 masih aja bilang kode captchanya salah"
GALLERY PROJECT,2,G bisa masukin nomer hp .. haduh gimna ini solusinya ?
Anton Rafky,1,Pendaftaran baru untuk memilih Kelas Rawat nya tidak bisa diklik kenapa?
Muksin Ismail,1,"Parah , nomor hp terdaftar , password benar , tetap aja ga bisa login."
Ahmad Yusup,5,Sangat membantu
Tri Mulyani,1,"gimana ini saya udah bener ngisi no telp nya, tapi pas mau kirim otp lewat sms katanya nomor telepon kosong🙄🙄 mana pas mau ngunggah foto gagal mulu. emang aplikasi ngga jelas👎🏻"
Andra Yp,1,"Sudah dua hari tidak bisa login, TRANSAKSI BELUM DAPAT DI PROSES SILAHKAN COBA BEBERAPA SAAT LAGI berhenti di 87%. Sudah saya tanyakan ke petugas yang berada di kantor BPJS jawabannya sama..! disuruh nunggu ...sampai kapan ...zz! !!"
joko supriyanto,5,Mantap aplikasi baru semakin mudah
Yusa Wahyudin,5,Bagus membantu
viviii id,2,"Maaf, tapi terlalu sering update. Seingat saya, saya update aplikasi ini hampir 1 atau 2 bulan sekali"
Adhy P,1,disuruh daftar tapi susah verifikasi... Bintang 1 dulu. Tydackramah
Pengguna Google,5,"Mantap, sangat membantu"
Su Kesi,5,Sangat bermanfaat sekali 🙏
Suryaman Surya,3,"Tolong diperbaiki dong min,Apk tidak bisa di buka sudah beberapa bulan ini.Trimakasih"
jay lampunk,5,Sangat mudah sekali tanpa antri
Bemo Ryan,1,Aplikasi bangke tidak bisa di kembangkan sangat BURUK SEKALI
Balaryan Senja Sapoetra,1,"Masa saya udah update kartu keluarga ""sendiri""malah di bpjsnya masih di kk yg lama"" Orang tua """
Ulfah Yulian,5,Aplikasi sangat mudah digunakan dan sangat membantu
Rudy Djunaidi,2,Saya mau rubah segmen peserta jadi mandiri kenapa ngga bisa ya
Murai Sakti,5,"sangat membantu,adanya mobile jkn"
Fatmawati syariat (fate),5,Puas dengan fitur & pelayanan aplikasi MOBILE JKN ini👍
Eti Sunan,5,Aplikasi bagus...terimakasih sudah mempermudah semuanyaa....
hafiz ch,2,Ga bisa masuk parah
Pengguna Google,1,mau login susah banget... kode nya g keluar...padahal lg darurat...
Sony Pandy,1,"Aplikasi nya tolong diperbaiki lagi , no hp yg mau di dftrkn \ dilampirkan untuk pendaftaran peserta bpjs baru tidak bisa"
Alromun channel,5,Good wajib download
Zefanya Rosa,1,3 kali minta verifikasi nomor telepon gak dikasih-kasih
Hilda Lidya,3,Ini knpa jdi gini Min sudah login sudah verivikasi otp lewat email terus muncul permintaan anda blum dapat d proses silahkan mencoba beberapa saat lagi? Itu jam operasional nya skrg di batas apa ngga? Mohon pencerahannya jangan d persulit ya 🥰 dan aku pengguna dulu gak kaya gini min ko sekarang beda ya?? Mohon solusinya dan perbaikannya aplikasi
Hery Camino,1,"error parah! mau daftar disuruh masukan nomor agar dapat kode otp, eh malah kode otp nya gak dikasih-kasih, padaha bolak balik gua ulangin masukan nomor tetap gak dikasih kode otp nya!"
Kijul Komaruddin,1,Tiap bulan harus updtae parah
Irham Ristian,1,"Aplikasi kalo susah di akses jangan bikin aplikasi,bukanya memper mudah tapi malah memper sulittt..."
ary andi,1,Pantes aja bintang satu aplikasi lu ngaco daftar aja kaga bisa
Kristina Aryanti,5,mempermudah pelayanan dalam berobat
Vembriyarto -,3,Tidak bisa melihat riwayat pelayanan untuk keluarga/tanggungan.
RiskyNurull,3,"Aplikasi nya lemott bangett buat login susah nya minta ampun sampai"" ta unistal trus download lg kukira HP ku yg eror trnyata apk nya ygg erorrr,, tolongg diperbaiki lg biar bs mudah login!!!!"
jhon sabeny,1,"Parah apk nya pas masuk pakai nik TPI malah ga terdaftar NIK-nya,padahal udh lama nik saya terdaftar dan udh lama juga pakai apk ini,mohon penjelasannya dong"
Aldi tri prasetya,1,"Saya daftar belum selesai tiba tiba muncul notifikasi kalo sistem sedang sibuk tunggu beberapa saat lagi, tapi ketika saya daftar lagi mulai awal kenapa tidak bisa dan malah disuruh login ya? Gimana loginnya orang daftar aja belum. Tolong solusinya."
Bolang Petualang,4,tambah peserta kok susah lewat aplikasi
Syafrina Nasution,4,Kenapa akun saya diktakan belum terverifikas? Mau saya verikfikasi tapi fitur di aplikasi terkunci? Mohon solusi.
Alf_Yan 24,5,Sangat muda untuk di gunakan
Roby Lumbu,1,Tidak bisa daftar. FR ga jalan
Wahyudi Yudi,5,"Sangat membantu banget aplikasi Mobile JKN,semoga tambah sukses trus,semua lengkap dan mudah,tanpa antri."
harry .soedjono,4,"Kurang lengkap, masih banyak kekurangan, blm terintegrasi dgn fasilitas terkait, susah unt pengoperasinya."
Nennang Nennang,1,"Assalamualaikum,maaf kalau BPJS ketenaga kerjaan itu apa dananya bs di cairkan?dan bagaimana caranya,makasih🙏"
Mulyana Mulyana,5,kenapa hari ini 01 Juni 2025 Aplikasi JKN eror terus.. padahal saya sedang urgent untuk pendaftaran antrian berobat anak saya.. tolong segera diperbaiki
Edra Pernando,3,"Aplikasinya bagus sih tapi masih ada yg kurang,cara pembayaran non bank,coba ditambahkan fitur nya,pembayarannya melalui dana biar mudah bayarnya. Tolong ditingkatkan lagi Ya 👍gan. Sementara ini dikasih 3 bintang dulu,kalau udah diupdate,nanti kukasih 5 bintang deh."
Ardan Fadil,5,"sangat membantu dalam mengakses bpjs, sehingga saya tidak perlu repot2 ke kantor BPJS untuk melakukan perubahan data serta pemeliharaan status Bpjs saya dan keluarga"
Selfa Lutang,5,Sangatlah membantu
Nanangkosim Jamin,1,App jelek error'.tidak bisa masuk tuk daftar..tidak dpt verifikasi dari SMS .mengulang2 dan mengulang terus
Pengguna Google,5,Sangat membantu
Meri Julianti,1,Susah untuk verifikasi
jefri zal,5,JKN sangat berguna sekali untuk ADMINISTRASI kesehatan
Iyah Syafaat,1,Seriusan dari kemaren download ga bisa2 kesel banget
Risalatin Hijjah,5,aplikasi yang mudah dimengerti dan membantu mobilisasi peserta BPJS Kesehatan untuk mengakses hal hal yang berkaitan dengan pemeriksaan kesehatan
Melindawati Nusa,5,Terimakasih. Pelayanannya bagus
Kung Mania,1,Gak di update gak bisa d pake .... update terusssssssss
Oak,3,"Aplikasi bagus, tp tolong tambahkan jadwal dokter yg standby. Dan jika ada dokter yg mau absen tolong diberitahukan beberapa hari sblmnya, kita ke rs tdk ada pemberitahuan, jauh2 tiba dsana dan dokternya luar biasa tidak ada lagi karna sibuk👍"
Pengguna Google,1,Eror. Gak bisa buat buka
Eky Aprilliastanti,1,Kok diupdate malah ga bisa masuk ya..pasword salah mulu udh gitu ganti paswor harus pake nomor yg buat daftar bpjs padahal nomor yg baru sudah diupgrade
yudi 99,1,"Aplikasi GEMBLUNG, mau login aja susah minta ampun."
Mohamad Mucharobin,1,Percuma g bisa dibuka...payah
Taufik Bisa,4,Semoga aplikasi nya membantu
Silmi utami,4,"Alhamdulillah sekarang semuanya terupdate, semua anggota keluarga terdaftar. Terimakasih Tapi agak ribet klo mau login hrs hafal no nik. Semoga bsa lebih baik lagi.."
Fren Fandi,4,"lumayan membantu, dan sangat mudah di operasikan. semoga kedepan lebih baik lagi pelayanan BPJS"
Santia Ningrum,2,"Ini lama bgt deh kirim otp SMS nya, udah nyoba berulang kali ga ada tuh SMS yg masuk"
Pengguna Google,1,Kurang memuaskan
Suli channel,5,Aplikasi yg mempermudah pengguna
Yusuf Afandi,2,"Aplikasi sy kenpa ya tidak keluar data peserta tanggungan sy penya temen kluar smua data pesarta tanggungnya sprti istri, dan anak"
Bembenk mdn,5,Sangat baik dan cepat proses nya
Fatoni Ramadhan,1,Mau daftar susah amat ya? kode captcha nya knpa gak muncul2?
Dimas syafi2181,1,"Mau vertifikasi nomor hp aja pakai pulsa, kalah sama aplikasi non pemerintah."
En Ping,1,Mnta update mulu
seman yahya,5,Sangat mudah penggunaanya
Pengguna Google,4,Captcha tidak muncul ketika login
nurseba dl,5,Semakin canggih
Nur Hayati,1,Gagal trs buat daftarnya
riswanto Haris,5,Sangat membantu
baby naufal,4,"Sebenarnya aplikasi ini bagus banget, hanya saja kadang bikin kesal krna sebentar sebentar minta update, sepertinya hampir tiap bulan minta update hadeehh"
Imam Saepul Anwar,5,sangat membantu sekali
Muhamad Yuzub,1,Pembaharuan syarat nya gak bisa di scroll keatas
arisdachi2,5,"beda faskes dalam satu keluarga, sangat penting bagi kami yg bekerja di luar kota. semoga bisa dipertahankan"
Pengguna Google,5,bagus banget aplikasi sangat membantu
wortel putih,3,"saya sudah daftar berulang kali, tapi selalu stuck di bagian verifikasi nomor telepon, nomor saya masih aktif, tapi saya tidak kunjung mendapatkan nomor verivikasi, saya sedikit frustasi dengan karena tidak kunjung bisa daftar, padahal saya sangat butuh untuk memindahkan faskes saya, mohon solusinya"
rani chandra,5,"Ok, semoga aplikasi ini semakin mudah utk peserta bpsj, makasih"
Drs. Saniman,5,pelayanan sangat memuaskan
jendiel aja,2,"Semakin sulit saat melakukan pendaftaran pengguna baru, selalu terkendala di pendaftaran No. Hp. Saat memasukkan No. Hp. Muncul keterangan nomor tidak sesuai dengan data di BPJS, padahal si peserta belum pernah mendaftarkan nomor HPnya. Tolong segera diperbaiki.."
Dicky Sonjaya,1,sering kali update
ayus setiawan,1,Update terus aja sampe monyet bertelor...
Utami Yayuk Susanti,1,"Aplikasi ga jelas, mau verivikasi gabisa2. Dibilang no hp kosong"
melya dewi,5,Prosesnya gampang😁
Pengguna Google,5,"Lebih mudah pake apk mobile jkn,,😍 Tapi jangan terlalu sering update aplikasi terus yaa,,..mudah mudahan ada perubahan"
Ahmad Jamaludin,1,"Saya gak bisa login offlane mulu...kapan kerjanya ni org"" PNS. Padahal di gaji loh. Sama RAKYAT, SADAR DIRI LAH."
Victor Pauzi,5,Sangat membantu
Aprel Maulana,2,"Kenapa pada saat mau pendaftaran baru selalu gangguan error terus, mohon diperbaiki soalnya ini mau daftar pakai jkn mobile ga bisa gara2 gangguan error coba lagi beberapa saaat,dan di coba lagi masih tidak bisa"
Pengguna Google,1,Update update update update teruss. Terlalu progresif app developernya. Bosan saya update aplikasi ini.
Aseri Kusumawati,1,Kok susah banget di download ya padahal koneksi lancar jaya. Googling dan main game bisa. 🤔
Anik Yuliani,5,Sangat puaaaaaaas Jozzzzz
Gery Aja,5,Sangat membantu sekali
Noka maher rabbani,5,Sangat membantu dan mudah di gunakan
siti nuraeni,5,Sangat membantu
Egi Bryand Carpov,5,Sangat membantu
Pengguna Google,1,Gak bisa masuk gara gara hp ilang lupa email dan passwordnya
Pengguna Google,5,Sangat membantu
Septi Rahayu,1,Aplikasi tidak bisa dipakai. Padahal HP tidak pernah di root tapi ada notifikasi kalau aplikasi tidak bisa dipakai pada emulator atau ponsel dengan kondisi di root. Suruh factory reset tapi tetep sama aja malah semua dataku hilang. Payah banget.
Irma Irmawan,5,sangat membantu fiturnya mudah digunakan
YuriO Channel,5,"Ok, Verifikasi no tlpn udah di kasi opsi via WhatsApp, tp masih ada kekurangan, terlalu banyak verifikasi ini itu, masih lmyn ribet la."
Riskha Ermanta,2,"Susah bgt dpt sms verifikasi nyebelin bgt . Gw hapus ajalah ni aplikasi , bikin kesel ajah ."
lia putri,5,mudah dan cepat
Pengguna Google,1,"Ga bisa akses, minta update terus tapi ga jalan jalan."
Rahmat Saputra,5,Aplikasi yang sangat membatu
Dwi Syahputra,1,"Saya mau tny ne ke BPJS awal januari 2020 iuran bpjs naik ya kelas 1 dr 80k menjadi 160k,tp pd maret 2020 BPJS kalah di mahkamah agung n kembali lg ke iuran awal kelas 80k tdk jd naik lg..berarti april ,mei,juni seharus'a 80k donk buat iuran'a krn presiden jokowi menaikan iuran BPJS nanti ri awal juli 2020 yg kelas 1 80k menjadi 150k...tp yg ingin saya tny kan kenapa iuran april ,mei masih 160k bukan'a 80k,saya mengalami pembayaran sprt itu kok tetap ya tdk turun ke semula..?"
Abdul Rozak,5,Oke banget sangat penting dan membantu dalam pelayanan kesehatan kami
futuhul arifin,3,"Alhamdulillah cukup baik, terimakasih atas pelayanan nya 🙏🙏"
